i,c_idx
8706,9
8706,1
8706,125
8706,126
8706,11
9058,144
9058,143
9058,30
9058,357
9058,27
9849,154
9849,32
9381,221
9381,79
9381,220
9381,82
9381,65
9381,81
9381,80
9285,32
9285,50
8759,39
8759,43
9066,65
9066,82
9066,81
9066,80
9782,511
9782,37
9782,39
9474,44
9474,39
9474,161
9474,37
9474,505
9047,412
9047,351
9047,632
9047,21
9928,314
9928,3
9928,1
8956,14
8956,75
8956,74
8956,3
8956,291
8956,2
8956,0
8956,1
9702,383
9702,909
8925,16
8925,69
8648,122
8648,0
9804,267
9804,0
9845,585
9845,272
9845,30
8734,21
8734,531
8734,530
9360,218
9360,3
9360,1
9289,117
9289,21
9641,21
9641,28
9641,215
9641,299
9641,552
9083,66
9083,387
9083,39
9083,97
9660,164
9660,34
9660,27
8758,267
8758,0
9198,251
9198,27
9198,249
9198,139
9198,137
9198,247
9054,1
9054,114
9054,245
9297,0
9297,33
8616,298
8616,3
8616,267
8616,644
8616,66
8616,481
8616,0
8616,218
8616,1
8616,79
8994,183
8994,47
8994,0
9689,1
9689,298
9689,0
9689,268
9086,125
9086,126
9086,1
9423,366
9423,28
9352,30
9352,77
8729,338
8729,24
8729,0
8729,22
8729,59
8834,0
8834,10
8907,198
8907,305
8907,154
8907,32
8907,194
8907,193
8613,11
8613,9
8613,214
8613,0
8613,122
8613,59
8613,1
8613,125
8613,126
8837,0
8837,4
8837,1
8837,281
8837,74
8837,12
8837,114
8837,503
8837,132
9815,426
9815,28
9815,30
9027,12
9027,0
9027,10
9027,4
9027,1
9630,79
9630,112
9630,312
8846,13
8846,6
8846,0
8846,5
9237,100
9237,3
9237,1
9891,298
9891,47
9891,268
9891,0
8811,0
8811,4
8811,175
8811,1
9222,186
9222,527
9222,28
9222,293
9623,52
9623,0
9623,51
8950,1
8950,4
8703,3
8703,1
8664,12
8664,0
8664,18
8664,10
8739,9
8739,0
8739,122
8739,125
8739,126
8739,1
8739,11
9779,119
9779,425
9779,947
9779,112
9779,79
9288,0
9288,122
8785,0
8785,5
8785,6
8836,0
8836,12
8733,0
8733,12
8733,1
8733,125
8733,126
9496,268
9496,0
9478,34
9478,164
9478,27
9625,28
9625,141
9340,74
9340,474
9340,0
9340,33
9690,286
9690,249
9690,58
9690,27
9690,30
9690,147
9690,581
8985,1
8985,263
8985,428
9865,27
9865,35
9865,34
9865,229
8955,130
8955,28
8955,366
8955,234
9588,205
9588,62
9588,32
9588,131
9588,30
9225,206
9225,32
9225,333
9225,332
9260,0
9260,344
9398,0
9398,1
9398,11
9398,9
9398,125
9398,126
9847,0
9847,84
9857,27
9857,34
9857,164
8936,45
8936,46
8936,108
8936,110
8936,30
9819,305
9819,50
9819,32
8921,1
8921,4
8921,3
8921,0
9252,293
9252,28
9252,107
9252,527
9252,186
9412,197
9412,196
9408,0
9408,9
9408,122
9408,73
9408,11
8721,122
8721,9
8721,11
8721,8
8721,16
8721,73
8721,66
8721,98
8721,0
8721,350
9930,46
9930,518
9930,58
9930,30
9930,108
9930,146
9930,502
9930,45
9570,122
9570,0
9927,131
9927,30
9927,32
9927,206
9826,259
9826,16
9793,28
9793,30
9793,140
9793,141
9793,143
9793,142
9806,433
9806,21
9745,803
9745,114
9745,1
9745,4
9745,132
8838,280
8838,0
8838,152
8838,59
8838,66
8838,20
8838,224
8838,1
9351,454
9351,45
9351,30
9351,255
9351,256
9351,257
9351,199
9351,200
8765,24
8765,59
8765,1
8765,473
8765,0
8765,122
8765,428
8765,14
8765,3
9160,524
9160,0
9328,283
9328,66
9328,98
9328,152
8608,4
8608,0
8608,1
8608,132
9009,16
9009,262
9345,26
9345,27
8769,169
8769,150
8769,11
8769,9
8769,122
8769,0
9041,12
9041,47
9041,59
9041,0
8948,12
8948,0
8948,11
8948,73
8948,267
8948,304
8948,9
8948,122
8948,459
8948,10
8909,637
8909,11
8909,0
8909,122
8909,9
9581,66
9581,603
9581,534
9581,535
9124,0
9124,12
9124,228
9108,455
9108,30
9108,255
9108,256
9108,257
9108,454
9722,139
9722,27
9722,249
9722,422
9722,413
9144,32
9144,50
9144,198
9484,30
9484,177
9484,178
9127,263
9127,4
9127,152
9127,1
9127,66
9127,132
9332,125
9332,126
9332,1
9122,79
9122,269
9122,80
9122,223
9122,65
9279,223
9279,79
9279,173
9279,32
9279,692
8973,0
8973,115
8618,266
8618,27
8618,34
8618,229
9329,24
9329,0
9329,3
9329,1
9329,176
8786,319
8786,175
8786,0
8786,33
8786,47
8786,14
9767,117
9767,21
8563,6
8563,0
9133,152
9133,281
9133,18
9133,66
9133,0
9133,153
9133,24
9943,11
9943,47
9943,9
9943,12
9943,0
9943,701
9110,331
9110,79
9141,158
9141,623
8657,151
8657,0
8766,18
8766,0
8866,12
8866,304
8866,24
8866,59
8866,0
8866,270
9032,144
9032,20
9032,518
9032,502
9032,1
9032,45
9032,30
9032,77
8974,50
8974,32
9197,16
9197,90
9197,79
9197,623
9197,188
9197,104
9197,158
9197,187
9197,91
9013,1
9013,25
8960,117
8960,21
9497,600
9497,8
9497,11
9497,1
9497,3
9497,9
9945,4
9945,60
9945,3
9945,1
9945,86
9945,0
9824,34
9824,164
9824,27
9074,122
9074,11
9074,18
9074,0
9074,226
9074,9
9074,183
8754,176
8754,218
8754,429
8754,0
8754,1
8754,152
8754,66
9079,79
9079,92
9079,275
9079,88
9079,91
9596,151
9596,0
9596,227
9626,4
9626,130
9626,816
9626,1
8760,0
8760,12
9416,99
9416,0
9653,28
9653,45
9653,46
9653,367
9653,30
9508,225
9508,430
9508,0
9508,429
9439,63
9902,47
9902,0
9529,30
9529,301
9300,0
9300,59
8980,30
8980,29
8980,814
8980,149
8980,79
8603,0
8603,3
8603,11
8603,24
8603,1
8603,9
8687,193
8687,194
8687,198
8687,32
8687,154
8885,66
8885,152
8885,224
8885,1
8885,365
9620,28
9620,293
9620,186
8777,122
8777,18
8777,0
8777,430
8777,1
8777,263
8777,428
9717,30
9717,543
9551,117
9551,21
9880,206
9880,860
9880,32
9880,193
9880,194
9292,224
9292,685
9292,1
9292,99
9292,0
9292,12
9292,114
9292,228
9292,267
9740,12
9740,99
9740,0
9740,33
9397,651
9397,55
9397,249
9397,27
8549,122
8549,169
8549,24
8549,11
8549,0
8549,129
8549,182
8549,9
8549,10
9886,112
9886,690
9886,79
9886,572
8645,47
8645,33
8645,0
8645,87
8645,74
8645,5
8645,122
8645,18
8645,176
8645,10
8926,30
8926,410
8926,58
9038,188
9038,187
9232,18
9232,1
9232,0
9232,228
9232,51
9232,24
9293,225
9293,0
9293,429
9293,304
8884,11
8884,0
8884,122
8884,9
9602,79
9602,948
9602,120
9602,39
9526,1
9526,24
9526,3
9526,25
9526,0
9018,186
9018,293
9018,185
9018,28
9001,1
9001,0
9001,524
9001,399
9001,314
9212,762
9212,418
9212,130
9212,197
9212,620
9212,617
9212,619
9230,263
9230,0
9230,152
9230,66
9230,428
9230,1
9230,267
9778,321
9778,30
9778,146
9778,58
9778,188
9778,294
9778,876
8690,122
8690,9
8690,169
8690,10
8690,0
8690,281
8690,47
8690,11
8722,0
8722,11
8722,281
8722,9
8722,8
8722,122
9976,380
9976,267
9976,0
8962,240
8962,132
8962,4
8962,1
8962,224
9537,32
9537,31
8577,169
8577,132
8577,9
8577,11
8577,18
8577,1
8577,122
8577,0
8577,13
9373,434
9373,66
9373,98
9373,751
9373,16
9373,65
8696,186
8696,293
8696,28
8947,33
8947,0
8947,75
9913,0
9913,151
9029,1
9029,0
9029,60
9029,224
9731,0
9731,6
9731,204
9203,178
9203,177
9203,30
9460,294
9460,722
9460,188
9306,28
9306,293
9306,186
9092,1
9092,0
9092,777
9092,10
9658,131
9658,30
9658,50
9658,32
9809,0
9809,150
9809,607
9809,122
9507,0
9507,1
9507,113
9507,114
9507,267
9538,562
9538,65
9538,188
9538,475
9107,1
9107,3
9918,176
9918,18
9918,0
9918,60
9918,13
9918,51
9097,20
9097,10
9097,0
9097,1
9424,30
9424,131
9424,62
9424,45
9424,205
9424,110
9424,32
8710,350
8710,18
8710,9
8710,16
8710,0
8710,11
9805,59
9805,218
9805,0
9805,1
9805,613
8991,0
8991,84
8991,99
9355,32
9355,195
9355,49
9355,50
9355,239
9077,0
9077,24
8705,188
8705,190
8705,261
8705,192
8705,189
9499,125
9499,126
9499,1
9499,314
9499,3
9462,223
9462,80
9462,65
9462,79
9462,269
9299,75
9299,0
9965,12
9965,0
9117,21
9117,412
9117,351
8638,63
8638,11
8638,9
8638,122
8638,0
8638,59
8638,72
8638,129
9692,375
9692,73
9692,11
9692,9
9069,229
9069,34
9069,396
9069,27
9069,35
8624,6
8624,0
8624,1
8930,75
8930,74
8930,0
8930,14
8989,122
8989,9
8989,1
8989,125
8989,126
8989,0
8989,63
8989,11
8989,18
9608,1
9608,240
9608,265
8545,7
8545,0
8545,74
8545,14
9089,1
9089,3
9157,0
9157,12
9675,30
9675,144
8561,12
8561,10
8561,0
9629,146
9629,58
9629,184
9629,30
9458,79
9458,847
9458,211
9458,112
9458,130
9458,121
9458,462
9951,0
9951,116
9327,0
9327,47
8819,187
8819,188
8819,190
8819,192
9695,28
9695,186
9695,293
9822,115
9822,0
9822,47
9725,28
9725,53
9787,137
9787,134
9787,27
9787,302
9787,403
8856,1
8856,360
8856,416
8856,114
9636,9
9636,11
9552,32
9552,50
9552,48
9402,20
9402,1
8898,0
8898,11
8898,8
8898,9
8898,59
8898,122
9035,158
9035,231
9035,675
8871,0
8871,298
9286,326
9286,197
9286,196
9286,34
9286,27
9099,0
9099,3
9099,1
9099,86
9087,1
9087,114
9909,3
9909,1
8693,65
8693,308
9449,0
9449,1
9449,290
9449,47
9449,114
8668,0
8668,12
8668,122
8668,9
8668,51
8668,11
8668,129
9585,0
8666,10
8666,0
8666,12
8997,30
8997,109
8997,108
8997,45
8997,46
8568,129
8568,0
8568,9
8568,11
8568,165
8568,181
9022,1
9022,3
8661,28
8661,30
8661,366
8661,130
8661,397
9139,152
9139,268
9139,99
9139,66
9139,1
9139,13
9139,0
9818,0
9818,12
8585,0
8585,7
8585,6
9310,158
9310,231
9310,439
9310,66
9310,98
9310,163
9310,440
9310,65
8695,10
8695,3
8695,0
8695,1
9016,11
9016,18
9016,72
9016,0
9016,9
8598,304
8598,0
8598,10
9781,535
9781,66
9781,603
9786,80
9786,79
9786,65
9786,81
9786,221
9298,530
9298,21
8634,20
8634,114
8634,25
8634,1
9440,0
9440,100
9440,1
9706,1
9706,240
9706,132
8611,10
8611,0
8901,150
8901,430
8901,0
8570,263
8570,1
8628,58
8628,146
8628,30
8628,485
8628,27
8628,484
8628,184
8698,30
8698,146
8698,147
8698,58
9615,52
9615,51
9615,0
8749,82
8749,32
8749,81
8749,80
8749,65
8749,173
8872,0
8872,1
8872,4
9200,0
9200,20
9200,66
9200,1
9200,152
9200,4
9200,22
9290,291
9290,0
9796,0
9796,18
8574,151
8574,1
8574,0
9490,220
9490,444
9490,65
9490,80
9490,82
9490,309
9490,269
9534,0
9534,114
9534,352
9534,338
9534,122
9534,1
8642,298
8642,0
8642,226
9703,556
9703,249
9703,27
9703,250
9379,154
9379,32
9318,31
9318,32
9571,1
9571,224
8857,41
8857,387
8857,949
8857,513
8857,39
8857,97
8857,66
8857,9
8857,11
8641,0
8641,11
8641,24
8641,350
8641,16
8641,122
8641,86
8641,51
8641,18
8576,1
8576,3
8576,24
8576,25
8576,0
8579,18
8579,0
8579,11
8579,122
8579,9
8579,490
8968,33
8968,74
8968,0
8968,392
8968,319
8968,71
9419,12
9419,0
9326,196
9326,197
8671,9
8671,0
8671,11
8671,122
8671,18
9946,251
9946,249
9946,27
9946,247
9946,137
8910,80
8910,65
8910,309
8910,269
8910,669
9387,195
9387,32
9524,270
9524,11
9524,9
9524,350
9524,16
9524,0
8969,465
8969,475
8969,65
8969,39
8969,43
9251,184
9251,58
9251,30
9536,72
9536,9
9536,11
9536,0
9536,298
9536,214
9536,51
8876,39
8876,950
8876,66
8876,97
8876,733
9061,360
9061,1
9061,20
9061,114
9061,500
9046,52
9046,263
9046,0
9046,176
9046,1
9746,125
9746,126
9746,1
9136,430
9136,6
9136,0
9136,7
9573,486
9573,487
8896,176
8896,705
8896,360
8896,13
8896,0
8896,114
8896,218
8896,1
8896,51
8896,500
8896,338
9414,202
9414,79
9194,1
9194,314
9194,0
9194,3
9194,86
9194,24
9677,381
9677,101
9677,30
9431,32
9431,206
9785,10
9785,685
9785,0
9785,1
9785,114
9249,66
9249,548
9249,28
9249,156
9249,118
9249,545
9249,65
9249,98
9249,163
9249,475
9249,768
9249,231
9249,158
9333,206
9333,30
9333,194
9333,131
9333,50
9333,32
8827,194
8827,198
8827,173
8827,154
8827,32
8827,333
8827,193
9453,243
9453,21
9453,460
9453,734
9453,296
9453,117
9048,11
9048,0
9048,406
9048,9
9048,18
8720,304
8720,270
8720,0
8720,459
9912,495
9912,1
9912,3
8573,183
8573,9
8573,11
8573,24
8573,0
8573,228
9432,30
9432,45
9432,110
9432,108
9238,45
9238,180
9238,30
8688,0
8688,3
8688,310
8688,764
8688,344
8688,1
9330,1
9330,428
9330,263
9366,226
9366,59
9366,0
9366,122
9489,152
9489,0
9489,66
8589,464
8589,240
8589,1
8589,4
8589,500
9759,325
9759,62
9759,170
9759,30
9919,0
9919,922
9919,84
8708,0
8708,270
8708,304
8708,47
8708,122
9672,196
9672,197
9307,30
9307,279
9307,58
9307,410
9307,27
9307,479
9307,477
9211,20
9211,4
9211,30
9211,45
9211,502
9211,77
9211,1
9621,1
9621,20
9530,79
9530,202
9780,50
9780,48
9780,198
9780,32
9780,49
9780,194
9780,193
8859,629
8859,114
8859,1
8859,500
8859,30
8859,290
9182,1
9182,4
9936,0
9936,267
9936,11
9936,59
9936,8
9936,9
9359,296
9359,460
9359,21
9359,117
9359,354
9178,1
9178,20
9178,224
9131,0
9131,33
8646,0
8646,122
8646,59
8646,500
8646,1
8833,30
8833,149
8833,79
8833,29
8833,814
8745,52
8745,263
8745,1
8745,122
8745,0
8745,18
8745,281
8865,1
8865,66
8865,60
8865,430
8865,176
8865,263
8865,428
8865,0
8865,14
8865,152
8865,319
9897,1
9897,0
9897,12
9897,4
9897,125
9897,126
8763,11
8763,259
8763,350
8763,16
8707,173
8707,158
8707,79
8707,951
8707,32
8707,231
8707,493
8707,546
9281,4
9281,0
9281,1
9281,86
8596,186
8596,107
8596,293
8596,28
8596,527
8596,185
8558,0
8558,122
8892,122
8892,169
8892,86
8892,0
8892,3
8892,1
8892,11
8892,9
8892,59
9797,524
9797,0
9797,18
9367,154
9367,194
9367,193
9367,32
8987,65
8987,80
8987,81
8987,269
8987,284
8987,82
9535,483
9535,354
9535,21
9535,117
9535,296
9911,197
9911,554
9911,326
9911,27
9911,34
8600,51
8600,129
8600,0
8600,490
8600,11
8600,125
8600,126
8600,1
8600,9
9854,24
9854,122
9854,0
9854,12
9116,0
9116,1
9116,176
9116,60
9428,196
9428,197
9264,302
9264,27
9264,403
9264,134
9264,249
8685,0
8685,10
8685,12
8553,3
8553,1
8553,132
8553,4
9140,158
9140,231
9140,130
9140,675
9140,372
9406,885
9406,27
8945,146
8945,58
8945,184
8945,682
8945,30
8945,485
9713,27
9713,164
9713,34
9204,55
9204,27
9204,57
9204,498
9219,294
9219,190
9219,188
9577,723
9577,21
9577,632
9754,35
9754,34
9754,27
9884,76
9884,9
9884,11
9884,415
9884,73
8939,65
8939,771
8939,475
9747,21
9747,26
9747,28
9747,27
9518,383
9518,909
9664,30
9664,45
9664,62
9664,108
8874,32
8874,154
8615,161
8615,359
8615,63
9093,461
9093,1
9093,3
9093,0
9093,86
9243,0
9243,9
9243,181
9243,152
9243,165
9243,11
9243,66
9243,129
9296,186
9296,293
9296,28
9296,107
9827,1
9827,20
9827,125
9827,126
9827,360
9827,114
9455,9
9455,11
9455,73
9455,74
9455,0
8886,90
8886,79
8886,92
8886,91
8886,88
9935,27
9935,139
9935,28
9935,696
9170,255
9170,256
9170,257
9170,230
9170,144
9170,258
9170,278
9170,454
9170,199
9170,200
9170,45
9170,30
9170,518
9170,279
9039,186
9039,28
9039,293
9242,30
9242,437
9574,3
9574,1
9574,52
9574,51
9574,0
9287,378
9287,30
9287,173
9287,193
9287,305
9287,131
9287,50
9287,194
9287,206
9287,32
9287,154
8724,12
8724,0
8724,10
8808,636
8808,65
8979,117
8979,130
8979,243
8979,433
8979,21
9448,397
9448,366
9448,16
9448,28
9448,101
9448,30
9448,471
9448,260
9556,48
9556,50
9556,32
9556,239
9556,208
9421,95
9421,30
9421,63
8697,12
8697,24
8697,10
8697,0
9885,59
9885,72
9885,218
9885,125
9885,126
9885,11
9885,1
9885,9
9885,0
8559,1
8559,0
8559,19
8559,281
8559,17
8559,59
8559,182
9659,0
9659,12
9167,69
9167,16
9167,207
9167,30
9776,75
9776,0
9649,464
9649,1
9649,0
9649,490
9649,4
8982,80
8982,95
8982,94
8982,93
8982,65
8982,81
8982,28
8982,274
8982,30
8779,24
8779,13
8779,176
8779,60
8779,0
8779,52
9656,59
9656,0
8711,30
8711,46
8711,180
8711,45
8711,108
9291,0
9291,10
9765,16
9765,63
9765,11
9765,350
8804,0
8804,47
8804,503
8804,74
9155,32
9155,50
9450,91
9450,79
9450,90
8923,83
8923,495
8923,132
8923,0
8923,1
8923,4
8923,87
9580,27
9580,422
8966,312
8966,112
8966,79
9820,663
9820,79
8752,30
8752,381
8752,101
9033,12
9033,59
9033,10
9033,24
9033,0
8606,0
8606,11
8606,122
8606,59
8606,18
8606,8
8606,9
9235,184
9235,30
9235,58
9235,146
9235,485
9113,0
9113,33
8736,0
8736,59
9644,823
9644,206
9644,32
9644,173
9644,305
9644,79
8651,39
8651,66
8651,0
8651,97
8658,51
8658,12
8658,0
8658,10
9586,837
9586,838
9586,379
9586,28
9586,30
9361,0
9361,12
9737,0
9737,13
9737,304
9168,24
9168,12
9168,51
9168,0
8756,18
8756,0
8756,11
8756,9
8756,129
8756,182
9217,16
9217,104
9579,79
9579,112
9579,952
9579,148
9584,185
9584,293
9584,186
9584,28
9730,6
9730,1
9730,224
9730,18
9730,352
9730,0
9730,114
9730,47
9730,74
9730,71
9730,33
8796,186
8796,106
8796,293
8796,28
8796,107
9199,0
9199,225
9199,298
9199,227
9199,74
9199,953
9199,151
9199,429
9600,3
9600,0
9600,74
9600,1
9452,79
9452,119
9452,112
9000,3
9000,1
9686,1
9686,61
9565,108
9565,45
9565,30
9565,587
9353,9
9353,11
8768,0
8768,7
9962,33
9962,150
9962,291
9962,75
9962,18
9962,74
9962,0
8679,193
8679,32
8679,194
8679,333
8679,154
9187,1
9187,20
9187,25
9187,304
9187,0
8565,270
8565,0
8565,59
8565,18
8565,175
9374,553
9374,0
8637,66
8637,122
8637,11
8637,72
8637,9
8637,98
8637,18
8637,0
9002,301
9002,30
9126,50
9126,32
8614,32
8614,154
9616,1
9616,114
9616,290
9301,534
9301,535
9301,66
8659,475
8659,65
9446,197
9446,130
9446,417
9446,655
9446,418
9446,654
8581,0
8581,14
8581,13
8581,24
9832,298
9832,7
9832,0
9832,226
9344,33
9344,75
9344,0
8953,175
8953,0
9632,100
9632,0
9632,3
9632,1
9749,0
9749,52
9749,51
9409,0
9409,464
9409,122
9409,4
9409,1
9409,63
9710,0
9710,75
9710,176
9710,60
9256,9
9256,11
9256,129
9953,8
9953,10
9953,11
9953,0
9953,9
9663,305
9663,239
9663,50
9663,32
8868,20
8868,1
9415,16
9415,303
9415,350
9415,9
9415,11
9284,98
9284,66
9284,152
8592,125
8592,126
8592,0
8592,19
8592,12
8592,63
8592,122
8592,176
8592,1
8592,17
9342,112
9342,79
9342,425
9654,0
9654,12
9461,32
9461,198
9461,30
9461,131
9583,65
9583,771
8605,218
8605,1
8913,11
8913,0
8913,18
8913,405
9977,11
9977,16
9977,350
9842,65
9842,80
9842,104
9842,544
9842,16
9430,62
9430,30
9052,0
9052,151
9241,255
9241,256
9241,257
9241,398
9241,30
9694,30
9694,146
9694,321
9694,58
9437,21
9437,293
9437,354
9437,28
9437,734
9437,117
9437,243
9437,460
9437,296
9768,26
9768,27
8702,656
8702,807
8702,91
8702,0
8702,90
8702,79
8702,11
8702,8
8702,9
8702,634
8636,515
8636,516
8636,30
9679,36
9679,39
9679,37
9679,41
9773,0
9773,151
9020,291
9020,0
9273,12
9273,99
9273,0
9273,13
9833,1
9833,125
9833,126
8906,394
8906,9
8906,11
9190,99
9190,0
9190,18
8682,0
8682,3
8682,132
8682,4
8682,1
8682,24
9848,16
9848,259
9848,104
9218,0
9218,24
8718,632
8718,21
8718,146
8718,147
8718,449
8718,27
8718,58
8718,30
